"1819","건설(국외)","중소기업","㈜나우스넷","경기도 성남시 중원구 둔촌대로541번길 20(상대원동)","027100917","","2015","","","","","","경인청"
"1820","기계","중소기업","(주)가나디엔씨","경기도 용인시 처인구 양지면 주북로342번길 62","031-336-9552","","2009","","","","","","경인청"
"1821","기계","중소기업","(주)경원산업","경기도 군포시 봉성로 40-4","0314565733","","2012","","","","","","경인청"
"1822","기계","중소기업","(주)고려도장기산업","경기도 안성시 원곡면 원당로 234 - 2 (원곡면)","031-656-4066","소화기및분사기제조업","2001","","","","","","경인청"
"1823","기계","중소기업","(주)골드밴","경기도 화성시 양감면 용소금각로36번길 125","0313543530","차체및특장차제조업","2016","","","","","","경인청"
"1824","기계","중소기업","(주)나노테크","경기도 안성시 원곡면 동문길 25-23","07082408700","","2015","","","","","","경인청"
"1825","기계","중소기업","(주)네이스코","경기도 성남시 중원구 순환로 94 (상대원동)","031-744-9351","자동차부품제조업","1991","","","","","","경인청"
"1826","기계","중소기업","(주)다산중공업","경기도 안성시 원곡면 관산길 110 (원곡면)","031-618-0053","","2011","","","","","","경인청"
"1827","기계","중소기업","(주)대고테크","경기도 평택시 서탄면 방꼬지길 241","02-464-5434","","2014","","","","","배정제한","경인청"
"1828","기계","중소기업","(주)대동다이케스팅","경기도 평택시 서탄면 내천길 105","0316119755","","2015","","","","","","경인청"
"1829","기계","중소기업","(주)대명아이티","경기도 화성시 장안면 3.1만세로 515-4","0313580811","","2012","","","","","","경인청"
"1830","기계","중소기업","(주)대혁기계","경기도 화성시 마도면 송정로210번길 41 ","031-366-9901","해당사항없음","1995","","","","","","경인청"
"1831","기계","중소기업","(주)대흥정밀","경기도 화성시 팔탄면 온천로137번길 9","031-319-9708","","2008","","","","","","경인청"
"1832","기계","벤처기업","(주)덱스솔루션","경기도 화성시 진안북길 99(반정동)","0313752877","화합물및화학제품제조업","2015","","","","","배정제한","경인청"
"1833","기계","중소기업","(주)디스텍","경기도 화성시 반월길 43","031-273-8431","","2016","","","","","","경인청"
"1834","기계","중소기업","(주)디엔디전자","경기도 안양시 동안구 학의로 268, 2층 207호 (관양동, 안양메가밸리)","031-424-0100","기체여과기제조업","2001","","","","","","경인청"
"1835","기계","중소기업","(주)디와이엘씨디","경기도 화성시 향남읍 발안공단로 56 - 0 (향남읍)","031-8059-1366","","2011","","","","","","경인청"
"1836","기계","중소기업","(주)로고스바이오시스템스","경기도 안양시 동안구 시민대로327번길 28, 2층","0314784185","","2014","","","","","","경인청"
"1837","기계","중소기업","(주)미래테크노","경기도 화성시 남양읍 무하로51번길 13(무송동)","3559685","자동차차체용부품제조업","2001","","","","","","경인청"
"1838","기계","중소기업","(주)밀프로스","경기도 화성시 우정읍 매바위로 165번길 36-11","031-353-6040","기타자동차부품제조업","2001","","","","","","경인청"
"1839","기계","중소기업","(주)바이오데이즈","경기도 안양시 만안구 일직로106번길 38, 1층 (석수동) ","0314467500","공기조화장치제조업","2015","","","","","배정제한","경인청"
"1840","기계","중소기업","(주)부영정공","경기도 평택시 포승읍 석정로 140","0316841700","자동차부품제조업","2016","","","","","","경인청"
"1841","기계","중소기업","(주)비에프테크","경기도 용인시 처인구 이동면 처인성로 1125","0316182632","","2016","","","","","","경인청"
"1842","기계","중소기업","(주)삼화피앤티","경기도 의왕시 맑은내길 60, (오전동)","0314600257","","2014","","","","","","경인청"
"1843","기계","중소기업","(주)새한산업","경기도 평택시 포승읍 포승공단로118번길 103-0","031-683-7997","","2012","","","","","","경인청"
"1844","기계","중소기업","(주)서울유니온","경기도 광주시 초월읍 산수로58번길 24-24","0317629408","해당사항없음","2016","","","","","","경인청"
"1845","기계","중소기업","(주)선바이오투","경기도 용인시 처인구 양지면 주북로173번길 22-60","0319450201","","2015","","","","","","경인청"
"1846","기계","중소기업","(주)선일파워트레인","경기도 화성시 팔탄면 푸른들판로 852 - 0   제2동","031-8059-0841","자동차부품제조업","2012","","","","","배정제한","경인청"
"1847","기계","중소기업","(주)성창오토텍","경기도 안성시 원곡면 청원로 1785 - 14 (원곡면) ","0316505447","기타자동차부품제조업","2001","","","","","","경인청"
"1848","기계","중소기업","(주)세명오토테크","경기도 평택시 포승읍 포승장안로 280-1","0313517344","기타일반목적용기계제조업","2016","","","","","","경인청"
"1849","기계","중소기업","(주)세일이엔지","경기도 화성시 우정읍 남양만로 526-30","0313589934","해당사항없음","2016","","","","","","경인청"
"1850","기계","중소기업","(주)스펙스","경기도 성남시 분당구 판교로 723, 703호 (야탑동, 분당테크노파크B동)","0317065211","해당사항없음","1997","","","","","","경인청"
"1851","기계","중소기업","(주)신기원","경기도 안양시 동안구 안양천동로 82","0314589077","주형및금형제조업","2002","","","","","","경인청"
"1852","기계","중소기업","(주)씨엔아이","경기도 수원시 권선구 산업로 174-29","07043958100","","2016","","","","","","경인청"
"1853","기계","중소기업","(주)알지비하이텍","경기도 용인시 처인구 양지면 주북로173번길 82 - 7 (RGB양지면)","031-339-9144","","2011","","","","","","경인청"
"1854","기계","중소기업","(주)알파스코리아","경기도 화성시 장안면 석포공단길 36","03180595853","","2016","","","","","","경인청"
"1855","기계","중소기업","(주)에이치디시스템","경기도 화성시 양감면 요당길 305 - 0 ( ,양감면)","031-353-8636","","2010","","","","","","경인청"
"1856","기계","중소기업","(주)에이치케이","경기도 화성시 양감면 사릅재길 117","0313502831","해당사항없음","1994","","","","","","경인청"
"1857","기계","중소기업","(주)에이치티에스","경기도 안성시 서운면 송죽길 63","031-672-0323","","2014","","","","","","경인청"
"1858","기계","중소기업","(주)에프원테크","경기도 안성시 원곡면 새울길 34- 0","031-372-4879","연마재제조업","2012","","","","","","경인청"
"1859","기계","중소기업","(주)엑시언","경기도 화성시 동탄면 동탄산단8길 15-11","031-270-6372","","2011","","","","","배정제한","경인청"
"1860","기계","벤처기업","(주)엔엠티","경기도 화성시 장안면 돌서지길 132-39","03180595643","해당사항없음","2016","","","","","","경인청"
"1861","기계","중소기업","(주)엔투에이","경기도 화성시 남양읍 주석로184번길 21-24","07043988003","","2012","","","","","배정제한","경인청"
"1862","기계","중소기업","(주)엘림디엠피","경기도 화성시 팔탄면 석포로74번길 10-75","031-366-4602","","2012","","","","","","경인청"
"1863","기계","중소기업","(주)엘아이에스","경기도 의왕시 경수대로391번길 14","0314278492","","2016","","","","","","경인청"
"1864","기계","중소기업","(주)용진테크","경기도 평택시 청북읍 한산길 367-37","0316838635","자동차부품제조업","2012","","","","","","경인청"
"1865","기계","중소기업","(주)우리시스템","경기도 화성시 송산면 송산로152번길 4-13","0314974871","","2015","","","","","","경인청"
"1866","기계","중소기업","(주)원에스티","경기도 화성시 팔탄면 율암길 224","031-352-5470","","2008","","","","","배정제한","경인청"
"1867","기계","중소기업","(주)위드텍","경기도 화성시 동탄면 동탄산단10길 38","0312970600","","2014","","","","","","경인청"
"1868","기계","중소기업","(주)유남옵틱스","경기도 이천시 마장면 억만리로 33-7","0316322271~3","해당사항없음","1991","","","","","","경인청"
"1869","기계","중소기업","(주)유테크","경기도 안양시 만안구 전파로 48","031-444-0202","","2014","","","","","","경인청"
"1870","기계","중소기업","(주)이뱅킹텍","경기도 안양시 동안구 흥안대로 415 두산벤처다임419호 (평촌동)","031-478-5351","","2011","","","","","","경인청"
"1871","기계","중소기업","(주)인터벡스테크놀로지","경기도 화성시 정남면 정남동로 33-11","031-359-9914","스크린인쇄업","2016","","","","","","경인청"
"1872","기계","중소기업","(주)일성에프에이","경기도 평택시 서탄면 사리길 204-11","031-662-6107","","2009","","","","","","경인청"
"1873","기계","벤처기업","(주)주능평택공장","경기도 평택시 청북읍 백봉길 133-7 c동","0316834858","","2014","","","","","","경인청"
"1874","기계","중소기업","(주)지앤비에스엔지니어링","경기도 안성시 대덕면 모산로 401-14","070-4331-6333","","2014","","","","","","경인청"
"1875","기계","중소기업","(주)첨단엔프라","경기도 화성시 팔탄면 터넉골로 120번길 45","031-353-8011","해당사항없음","1999","","","","","","경인청"
"1876","기계","중소기업","(주)청수테크노필","경기도 화성시 장안면 3.1만세로 382 - 31 ( ,장안면)","031-351-9477","","2007","","","","","","경인청"
"1877","기계","중소기업","(주)케이씨모터스","경기도 이천시 호법면 덕평로 580","0316384337","","2015","","","","","","경인청"
"1878","기계","중소기업","(주)케이엠디지텍","경기도 수원시 권선구 산업로92번길 39(고색동)","031-8012-9930","해당사항없음","2000","","","","","","경인청"
"1879","기계","중소기업","(주)타셋","경기도 화성시 마도면 화성로785번길 104-9","0313557568","","2015","","","","","","경인청"
"1880","기계","중소기업","(주)태형","경기도 화성시 정남면 만년로 773-14","0313541813","가공공작기계제조업","2012","","","","","","경인청"
"1881","기계","중소기업","(주)테라텍","경기도 안성시 대덕면 모산로 401-9","0316538360","","2007","","","","","","경인청"
"1882","기계","중소기업","(주)테스","경기도 용인시 처인구 양지면 중부대로 2374-36","031-323-2552","반도체제조용기계제조업","2006","","","","","","경인청"
"1883","기계","중소기업","(주)티에스엠","경기도 성남시 중원구 사기막골로 137, 중앙인더스피아5차810호","0317395570","","2015","","","","","","경인청"
"1884","기계","중소기업","(주)플로웰","경기도 화성시 반월북길 44","031-273-0424","","2008","","","","","","경인청"
"1885","기계","벤처기업","(주)피엘케이테크놀로지","경기도 군포시 봉성로 76 (2층)","070-4333-5603","","2015","","","","","배정제한","경인청"
"1886","기계","중소기업","(주)피티씨","경기도 용인시 처인구 양지면 중부대로 2374-39(제일리 640-13)","0313351602","","2015","","","","","","경인청"
"1887","기계","중소기업","(주)하우토","경기도 화성시 동탄면 동부대로 807 ","031-282-0084","","2015","","","","","","경인청"
"1888","기계","벤처기업","(주)한솔에프엑스","경기도 화성시 팔탄면 시청로677번길 43-5","0313660517","","2016","","","","","","경인청"
"1889","기계","중소기업","(주)한양세미텍","경기도 오산시 가장산업동로 14-11 (주)한양세미텍","031-376-0400","반도체및집적회로제조업","2003","","","","","","경인청"
"1890","기계","중소기업","(주)휴비츠","경기도 안양시 동안구 부림로170번길 38 (관양동) ","0314289123","","2014","","","","","배정제한","경인청"
"1891","기계","중소기업","㈜베셀","경기도 수원시 권선구 산업로155번길 281(고색동) ","031-8092-0625","","2013","","","","","","경인청"
"1892","기계","중소기업","㈜삼에스코리아","경기도 안성시 미양면 제2공단1길 8","031-671-9474","","2013","","","","","","경인청"
"1893","기계","중소기업","㈜아이피엔","경기도 화성시 남양읍 현대기아로183번길 33 (남양읍)","07046493311","","2013","","","","","","경인청"
"1894","기계","대기업","㈜에스아이티","경기도 화성시 동탄면 동탄산단4길 9-10  ","031-378-9731","","2013","","","","","배정제한","경인청"
"1895","기계","중소기업","㈜지엔엠텍","경기도 용인시 기흥구 동백중앙로16번길 16 - 25 (중동,대우프론티어밸리 Ⅰ)1단지404호","031-459-8221","","2013","","","","","","경인청"
"1896","기계","중소기업","㈜지오엘리먼트","경기도 안성시 금석3길 30-0","031-611-9123","","2013","","","","","","경인청"
"1897","기계","중소기업","㈜코비","경기도 안양시 동안구 흥안대로 415 두산벤처다임 526-527호","0314783420","","2013","","","","","","경인청"
"1898","기계","중소기업","국제시스템산업(주)","경기도 광주시 곤지암읍 백고개길 212-8","031-768-1571","","2015","","","","","","경인청"
"1899","기계","중견기업","귀뚜라미냉동기계","경기도 평택시 포승읍 포승공단로118번길 69","031-683-7038","","2016","","","","","현역만 제한","경인청"
"1900","기계","중소기업","그린엘리베이터","경기도 평택시 오성면 오성산단로 36-19","0316828931","","2015","","","","","","경인청"
"1901","기계","중소기업","나우","경기도 광주시 고불로 305 ","0317450088","","2013","","","","","","경인청"
"1902","기계","중소기업","대경금속공업(주)","경기도 안양시 만안구 전파로62번길 20 (안양동) 대경금속공업(주)","031-442-2269","해당사항없음","1997","","","","","","경인청"
"1903","기계","중소기업","대승(주)","경기도 평택시 서탄면 수월암4길 200","0316108933","해당사항없음","1991","","","","","","경인청"
"1904","기계","중소기업","동화텍(주)","경기도 화성시 마도면 청원산단2길 75","031-488-9601","해당사항없음","2005","","","","","","경인청"
"1905","기계","중소기업","멜콘 주식회사","경기도 화성시 동탄면 동탄산단9길 9-15 ","031-8036-9304","","2014","","","","","","경인청"
"1906","기계","중소기업","몰텍스","경기도 안성시 미양면 제2공단1길 115","031-677-1100","","2013","","","","","","경인청"
"1907","기계","중소기업","범진아이엔디(주)","경기도 수원시 권선구 산업로 174-14, 수원산업3단지(고색동)","07040164141","","2008","","","","","","경인청"
"1908","기계","중소기업","벽진(주)","경기도 화성시 정남면 음양2길 57 - 0 (정남면)","0313723237","무기및총포탄제조업","2001","","","","","","경인청"
"1909","기계","중소기업","삼원정공(주)1","경기도 광주시 도척면 도척로 242 - 21 ( ,도척면)","031-761-4747","해당사항없음","1997","","","","","","경인청"
"1910","기계","중소기업","삼화에이스안성지점","경기도 안성시 바우덕이로 492-20","02-6913-2310","","2014","","","","","","경인청"
"1911","기계","중소기업","성진산업(주)","경기도 평택시 서탄면 수월암2길 81","031-664-3381","","2016","","","","","","경인청"
"1912","기계","중소기업","소이상사(주)","경기도 성남시 중원구 순환로198번길 23","031-742-9111","해당사항없음","1991","","","","","","경인청"
"1913","기계","중소기업","스마트디엔에스(주)","경기도 화성시 장안면 석포로 236-38","0313580304","","2016","","","","","","경인청"
"1914","기계","중소기업","신춘(주)","경기도 군포시 산본로48번길 52-19","0314517001","","2016","","","","","","경인청"
"1915","기계","벤처기업","신화인터내쇼날(주)","경기도 화성시 양감면 은행나무로62번길 18-6","0314625560","해당사항없음","2016","","","","","","경인청"
"1916","기계","중소기업","씨와이뮤텍(주)","경기도 수원시 장안구 이목로 11 - 0 (씨와이뮤텍(주) ,이목동)","0312402074","해당사항없음","1991","","","","","","경인청"
"1917","기계","중소기업","아름텍","경기도 여주시 흥천면 남산로 413","0318846432","해당사항없음","2016","","","","","","경인청"
"1918","기계","중소기업","에스에이치테크놀로지","경기도 화성시 남양읍 신남로 369-4","03180436411","","2014","","","","","","경인청"
"1919","기계","중소기업","에스티에스(주)","경기도 용인시 기흥구 기흥단지로141번길 46","0312819207","","2015","","","","","","경인청"
"1920","기계","중소기업","에이에스엔지니어링","경기도 용인시 처인구 모현면 백옥대로 2103","0313290020","","2016","","","","","","경인청"
"1921","기계","중소기업","에이취케이","경기도 평택시 포승읍 평택항로268번길 96","0316465881","해당사항없음","2016","","","","","","경인청"
"1922","기계","중소기업","에이치에스하이테크","경기도 화성시 동탄면 동탄산단2길 68, 동탄일반산업단지 24-1블록 (방교리)","0313121907","","2013","","","","","","경인청"
"1923","기계","중견기업","에이테크솔루션(주)","경기도 화성시 정남면 가장로 277","031-350-8169","주형및금형제조업","2002","","","","","현역만 제한","경인청"
"1924","기계","중소기업","에프에스티","경기도 화성시 동탄면 동탄산단6길 15-23","031-371-2454","","2014","","","","","","경인청"
"1925","기계","중소기업","위아코퍼레이션(주)","경기도 화성시 향남읍 만년로151번길 74-7","0313598151","","2016","","","","","","경인청"
"1926","기계","중소기업","이노프라","경기도 안성시 원곡면 지문로 451","0316502303","","2014","","","","","","경인청"
"1927","기계","중소기업","이엘피","경기도 화성시 삼성1로5길 36","031-8036-5874","","2016","","","","","","경인청"
"1928","기계","중소기업","제이엔에스","경기도 화성시 향남읍 토성로 260 ","031-352-2974","","2015","","","","","","경인청"
"1929","기계","중소기업","제일타카(주)","경기도 광주시 직동로 18","0317619500","","2012","","","","","","경인청"
"1930","기계","중소기업","주식회사 대성아이앤지","경기도 화성시 향남읍 발안공단로3길 39","031-352-8316","","2014","","","","","","경인청"
"1931","기계","중소기업","주식회사 모던인더스트리","경기도 화성시 정남면 시청로 1768-18","031-366-2000","","2014","","","","","","경인청"
"1932","기계","중소기업","주식회사 썬테크놀로지스","경기도 화성시 팔탄면 푸른들판로 892-37","0313548400","해당사항없음","1991","","","","","","경인청"
"1933","기계","중소기업","주식회사 제이앤씨","경기도 화성시 마도면 청원산단2길 81","0313669426","","2015","","","","","","경인청"
"1934","기계","중소기업","주식회사 천일","경기도 화성시 마도면 청원산단1길 10-21","0314382260","","2015","","","","","배정제한","경인청"
"1935","기계","벤처기업","주식회사바이로봇","경기도 용인시 수지구 신수로 767, 에이동 1001호(동천동, 분당수지 U-TOWER)","0312279643","산업용로봇제조업","2015","","","","","","경인청"
"1936","기계","벤처기업","주식회사비케이티","경기도 군포시 고산로148번길 17 군포아이티밸리 101-104호 ","03180681355","","2015","","","","","","경인청"
"1937","기계","중소기업","주식회사에이치케이씨","경기도 평택시 세교산단로 21-12","070-7732-0901","","2015","","","","","","경인청"
"1938","기계","중소기업","주식회사엔에이치에스바이오","경기도 화성시 팔탄면 서해로1313번길 26, 7동 ","07077801511","","2015","","","","","","경인청"
"1939","기계","중소기업","주풍(주)","경기도 용인시 기흥구 용구대로 2439 - 0","031-284-8600","해당사항없음","1992","","","","","배정제한","경인청"
"1940","기계","중소기업","진성냉기산업(주)","경기도 평택시 포승읍 석정로 283 - 6 (진성냉기산업(주) ,포승읍)","031-432-2984","해당사항없음","2000","","","","","","경인청"
"1941","기계","중소기업","케이제이테크노(주)","경기도 안성시 공도읍 신두만곡로 173","031-618-6500","해당사항없음","2016","","","","","","경인청"
"1942","기계","중소기업","케이제이프리텍","경기도 화성시 반월남길 77","031-230-6912","","2014","","","","","","경인청"
"1943","기계","중소기업","포스인","경기도 화성시 마도면 화성로 859-9","0313159166","","2015","","","","","","경인청"
"1944","기계","중소기업","하지공업(주)","경기도 화성시 팔탄면 시청로 1020-20","0314571965","","2016","","","","","","경인청"
"1945","기계","중소기업","한국공조엔지니어링(주)","경기도 평택시 포승읍 포승공단로 118번길 77","0314773104","공기조화장치제조업","2004","","","","","","경인청"
"1946","기계","중소기업","한독기술(주)","경기도 군포시 군포첨단산업1로 4 (부곡동)","0314523731","해당사항없음","1991","","","","","","경인청"
"1947","기계","중소기업","한라인더스트리","경기도 화성시 장안면 매바위로366번길 33-26","07046125153","","2015","","","","","","경인청"
"1948","기계","중소기업","한산테크","경기도 의왕시 옻우물길 30","0314270623","","2013","","","","","","경인청"
"1949","기계","중소기업","한진금형공업(주)","경기도 평택시 서탄면 사리길 105","0316666403","해당사항없음","1998","","","","","","경인청"
"1950","기계","중소기업","헬러코리아(주)","경기도 수원시 권선구 산업로156번길 125-5","03180635006","","2015","","","","","","경인청"
"1951","기계","중소기업","혜성금속공업(주)","경기도 화성시 우정읍 매바위로 82","0313589182","","2016","","","","","","경인청"
"1952","기계","중소기업","화성써모(주)","경기도 평택시 산단로197번길 40","665  7972","해당사항없음","1992","","","","","","경인청"
"1953","기계","중소기업","효동기계공업㈜","경기도 화성시 향남읍 발안공단로4길 97-17","070-7119-5969","","2013","","","","","배정제한","경인청"
"1954","기계","중소기업","효준정밀(주)","경기도 화성시 팔탄면 고주동방길 40","0313541351","해당사항없음","2016","","","","","","경인청"
"1955","기계","중견기업","후성정공(주)","경기도 화성시 팔탄면 현대기아로 60 - 0","031-352-9111","해당사항없음","1996","","","","","현역만 제한","경인청"
"1956","농산물가공","중소기업","두보식품㈜","경기도 여주시 점동면 처리길 50","0318842366","","2016","","","","","","경인청"
"1957","농산물가공","중소기업","호경테크(주)","경기도 안성시 공도읍 원승두길 143-14","0316534583","","2015","","","","","","경인청"
"1958","동물약품","중소기업","우진비앤지(주)","경기도 화성시 양감면 정문송산로 230","352-0185","그외기타분류안된제품제조업","2003","","","","","","경인청"
"1959","생활용품","중소기업","(주)다이나포스","경기도 성남시 중원구 사기막골로90번길 14","031-734-6842","해당사항없음","1996","","","","","","경인청"
"1960","생활용품","중소기업","(주)모닝트리","경기도 화성시 팔탄면 온천로 438","0314116214","기타목재가구제조업","2015","","","","","","경인청"
"1961","생활용품","중소기업","(주)서광산업","경기도 의왕시 고래들길 43-9","031-429-4951","","2014","","","","","","경인청"
"1962","생활용품","중소기업","(주)신화셀렉스","경기도 화성시 향남읍 은행나무로 566-22","031-8059-6036","","2015","","","","","","경인청"
"1963","생활용품","중소기업","(주)아모스","경기도 안성시 서운면 제3공단1길 140","0316711201","","2016","","","","","","경인청"
"1964","생활용품","중소기업","(주)우보테크","경기도 평택시 청북읍 양교1길 134","0316832330","","2014","","","","","","경인청"
"1965","생활용품","중소기업","(주)젠티스","경기도 광주시 곤지암읍 광여로 224-26(외 1필지) ","07049127545","매트리스및내장침대제조업","2015","","","","","","경인청"
"1966","생활용품","중소기업","(주)지오","경기도 오산시 경기대로632번길 119","03180154459","반도체및기타전자부품제조업","2016","","","","","","경인청"
"1967","생활용품","중소기업","금성티에스씨","경기도 화성시 팔탄면 덕우공단2길 46-9","0312987161","금속캔및기타포장용기제조업","2015","","","","","","경인청"
"1968","생활용품","중소기업","대원정밀공업㈜","경기도 화성시 향남읍 발안공단로 156","03180598632","","2013","","","","","","경인청"
"1969","생활용품","중소기업","본하이테크(주)","경기도 화성시 마도면 마도공단로6길 46-16","0314956914","자동차부품제조업","2016","","","","","","경인청"
"1970","생활용품","중소기업","아스플로","경기도 화성시 정남면 서봉로 797-13","031-352-2301","","2013","","","","","","경인청"
"1971","생활용품","중소기업","이윤신의이도","경기도 여주시 북내면 가정1길 62","07077705035","","2016","","","","","","경인청"
"1972","생활용품","중소기업","이큐맥슨제약㈜","경기도 안성시 공도읍 공도로 6","031-429-8582","","2013","","","","","","경인청"
"1973","섬유","중소기업","(주)대창그랜드","경기도 안양시 동안구 시민대로109번길 24-2번지(호계동)","031-452-6629","해당사항없음","1991","","","","","","경인청"
"1974","섬유","중소기업","(주)케이엠","경기도 안성시 미양면 제2공단2길 11","031-678-8900","기타직물제품제조업","2002","","","","","","경인청"
"1975","섬유","중소기업","(주)피앤씨산업","경기도 화성시 양감면 암소고개로 97","0313529868","","2015","","","","","","경인청"
"1976","섬유","중소기업","디에스전선소재(주)","경기도 여주시 삼교1길 10-4","029784933","","2016","","","","","","경인청"
"1977","섬유","중소기업","성민기업㈜","경기도 수원시 영통구 매영로 171-0 (원천동,성민기업(주))","0312111259","","2013","","","","","배정제한","경인청"
"1978","시멘요업","벤처기업","(주)세온","경기도 수원시 권선구 오목천로132번길 수원산업1단지(고색동)","0313581608","","2015","","","","","","경인청"
"1979","시멘요업","중소기업","(주)태성","경기도 이천시 호법면 안평로 227","0316369991","","2015","","","","","","경인청"
"1980","시멘요업","중견기업","(주)티씨케이","경기도 안성시 미양면 개정산업단지로 71","0316780006","","2016","","","","","현역만 제한","경인청"
"1981","시멘요업","중소기업","제이케이엔(주)","경기도 안성시 대덕면 신촌길 20-9 (대덕면) ","031-8056-0800","","2011","","","","","","경인청"
"1982","시멘요업","중소기업","제일연마공업(주)99","경기도 안성시 공단로 84 (신모산동)","031-675-5390","해당사항없음","1999","","","","","","경인청"
"1983","식음료","중소기업","(주)명인에프앤비","경기도 광주시 초월읍 무갑길 35 - 0 (초월읍)","031-762-2299","","2008","","","","","","경인청"
"1984","식음료","중소기업","(주)비오팜","경기도 화성시 팔탄면 온천로237번길 86-3","0313539736","","2015","","","","","","경인청"
"1985","식음료","중소기업","(주)신원에프아이","경기도 화성시 장안면 수정로299번길 18","031-351-0221","수프및균질화식품제조업","2002","","","","","배정제한","경인청"
"1986","식음료","중소기업","(주)제이푸드서비스","경기도 안성시 삼죽면 삼죽로 173","0313374242","","2015","","","","","배정제한","경인청"
"1987","식음료","중소기업","(주)참맛","경기도 안성시 공도읍 문터길 99 - 27","031-618-8118","해당사항없음","1999","","","","","","경인청"
"1988","식음료","중소기업","㈜진성에프엠","경기도 화성시 양감면 초록로 572-5","0313520261","","2013","","","","","배정제한","경인청"
"1989","식음료","중소기업","고려인삼제조(주)","경기도 평택시 청북읍 청오로 358","0313748610","해당사항없음","1994","","","","","","경인청"
"1990","의료의약","벤처기업","(주)메타시스템즈","경기도 성남시 중원구 갈마치로281번길 55(상대원동)","0317317377","","2011","","","","","","경인청"
"1991","의료의약","중소기업","(주)바이오머테리얼즈코리아","경기도 하남시 조정대로 150,1동 329호,331호(덕풍동,아이테코)","031-490-4513","","2009","","","","","","경인청"
"1992","의료의약","벤처기업","(주)스킨사이언스","경기도 성남시 분당구 판교로228번길 15 판교세븐벨리 3동 201호","031-8017-7201","","2015","","","","","","경인청"
"1993","의료의약","중소기업","(주)엔코스","경기도 오산시 가장산업동로 14-12","0313767045","","2015","","","","","","경인청"
"1994","의료의약","중소기업","(주)인터로조","경기도 평택시 산단로 15번길 28외 1필지","611-4760","그외기타분류안된제품제조업","2003","","","","","","경인청"
"1995","의료의약","중소기업","(주)젬스메디컬","경기도 성남시 중원구 둔촌대로541번길 29 2층(상대원동)","0317462211","의료용기기제조업","2001","","","","","","경인청"
"1996","의료의약","중소기업","(주)지티지웰니스","경기도 용인시 수지구 신수로 767 분당수지유타워 A동 902,903호","07047338244","","2016","","","","","","경인청"
"1997","의료의약","중소기업","(주)클라젠","경기도 안양시 동안구 시민대로109번길 66, 1층","031-454-7141","","2016","","","","","","경인청"
"1998","의료의약","중소기업","(주)티씨싸이언스","경기도 성남시 중원구 둔촌대로 537, 401호 (상대원동 쌍용IT트윈타워 1차)","031-736-4480","해당사항없음","2000","","","","","","경인청"
"1999","의료의약","중소기업","(주)파마코스텍","경기도 화성시 향남읍 제약단지로 47","031-359-9967","","2009","","","","","","경인청"
"2000","의료의약","중소기업","(주)피코스텍","경기도 안성시 미양면 제4산단2로 24","0316568560","","2016","","","","","","경인청"
"2001","의료의약","중소기업","㈜메디엔인터내셔날","경기도 안양시 동안구 흥안대로427번길 50","0314519466","","2014","","","","","","경인청"
"2002","의료의약","벤처기업","㈜유로앤텍","경기도 화성시 정남면 괘랑1길8번길 17","070-4610-5427","","2014","","","","","","경인청"
"2003","의료의약","벤처기업","바이오스펙트럼㈜","경기도 오산시 가장산업서북로 40-53","03180779332","","2016","","","","","","경인청"
"2004","의료의약","중소기업","아이메디컴㈜","경기도 군포시 엘에스로 172 - 0 (금정동,한림휴먼타워)709,804,815호","031-479-1156","","2013","","","","","","경인청"
"2005","의료의약","중소기업","아프로코리아㈜","경기도 군포시 산본로86번길 3 - 0 (당정동,제이원통상(주))3층","031-477-7377","","2013","","","","","","경인청"
"2006","의료의약","중소기업","에리슨제약(주)","경기도 화성시 향남읍 제약공단3길 95","02-6342-7009","","2015","","","","","","경인청"
"2007","전기","중소기업","(주)네스트아이앤씨","경기도 성남시 중원구 갈마치로 302 A동 1305호, 1306호 (상대원동, 성남우림라이온스밸리5차)","031-750-0900","","2016","","","","","","경인청"
"2008","전기","중소기업","(주)네오텍","경기도 수원시 권선구 산업로155번길 292, 수원산업3단지 (고색동)","0314595155","해당사항없음","1999","","","","","","경인청"
"2009","전기","중소기업","(주)다인산전","경기도 화성시 팔탄면 푸른들판로 942-19","031-456-7960","","2014","","","","","","경인청"
"2010","전기","중소기업","(주)다인전기","경기도 수원시 권선구 산업로92번길 45 (주)다인전기수원사옥","0312780517","해당사항없음","1992","","","","","배정제한","경인청"
"2011","전기","중소기업","(주)대륙","경기도 용인시 처인구 포곡읍 포곡로234번길 22-9","031-329-5205","","2014","","","","","","경인청"
"2012","전기","중소기업","(주)디에코에너지","경기도 용인시 처인구 양지면 송주로 261","0313350077","","2015","","","","","","경인청"
"2013","전기","중소기업","(주)디지타스","경기도 안양시 동안구 엘에스로91번길 16 3층,4층","0314550017","","2016","","","","","","경인청"
"2014","전기","중소기업","(주)래이하우스용인공장","경기도 용인시 처인구 양지면 도창로32번길 43(평창리)","031-322-7200","조명기구및전기용품소매업","2010","","","","","","경인청"
"2015","전기","중소기업","(주)무한테크","경기도 의왕시 오전공업길 13 에이동 402호 (오전동, 벽산선영테크노피아)","0314566730","해당사항없음","2016","","","","","","경인청"
"2016","전기","중소기업","(주)미섬시스텍","경기도 안양시 동안구 시민대로327번길 12-20","0316895006","","2016","","","","","","경인청"
